Cleaned_Sentence,Sentiment
share 14747084 hold company number outstanding share vote right attach share amount thus 161256847 .,1
u.k. stock little change near record barclays shell fall,0
$ amrn get sell signal 7114 still force target 1.50,0
mr. mikko saavalainen head comptel global sale conclude gibtelecom provide perfect illustration variety business technical regulatory challenge operator face os today .,1
alexandria va. oct. 6 united state patent . 7804288 issue sept. 28 assign vacon oyj vaasa finland .,1
finnish food industry company hk ruokatalo atrium form joint venture company call lnsikalkkuna produce turkey meat .,2
annual capacity 10000 mw .,1
sp keep sell rating nordea ubs reaffirm buy recommendation .,1
operating profit exclude restructuring cost grow eur 44.5 million eur 31.7 million operating profit include restructuring cost show even large growth eur 38.5 million eur 7.4 million .,2
revenue july september grow 21 percent euro 2.3 billion finnish company say thursday .,2
operating profit rise eur 13.1 mn eur 8.7 mn correspond period 2007 represent 7.7 % net sale .,2
$ kcg bot 2.24,2
finland bank land report operate profit fell eur 6.1 mn second quarter 2008 eur 7.5 mn second quarter 2007 .,0
separate announcement helsinki stock exchange atrium reveal company third quarter profit decline eur13 .9 third quarter last year eur12 .7 year q3 .,1
finnish group anticipate sale gain eur42m tax expense .,2
operating loss pulp paper machinery unit eur 3mn september 2007 august 2008 compare profit eur 3.7 mn year earlier .,0
baltic country sale fell 40.2 % russia 23.2 % term euros 10.7 % term local currency .,0
companieskingfisher bid mr bricolage run trouble,0
fair value change investment property eur 15.8 mn compare eur 22.9 mn third quarter 2009 .,1
company plan expand international market subsidiary distributor 2011 onwards .,2
investment would eur5m .,1
accord finnish insurance company tapiola local insurance group lhivakuutus pohjola two fierce storm end july begin august 2010 fell tree around finland speed sale forest insurance .,2
$ gld close inspection . resistance 10 point north 200d downward trendline . chart 2 2 .,0
sweden agreement cover data communication service well .,1
$ kep break market pull back,2
late date registration 4 april 2006 .,1
mr skogster currently serve manager responsible abb oy system module low voltage drive .,1
pretax profit total eur 9.0 mn eur 36.3 mn 2007 .,1
rationalization operation seek achieve eur 1 million yearly saving second quarter current financial year .,2
metso delivery include complete coat board line relate air system two winder .,1
reduction conclude autumn 2010 .,1
company also say board director propose profit distribution eur0 .92 per share .,1
$ mpwr ceo sell 450k april 15th .. meh,0
please inform ir johanna koskinen participation later 20 april 10 a.m. telephone conference financial analyst investor conduct english begin 300 p.m. finnish time eet .,1
bank forecast finland gdp grow 2 % 2010 2011 .,2
$ hlf short make kill last couple day might make cover buy back ?,0
adpnews aug 3 2009 finnish medium group ilkkayhtyma oyj hel ilk2s say today net profit fell 45 % year eur 5.9 million usd 8.4 first half 2009 .,0
chief financial officer jim heindlmeyer say beyond oblivion advance talk four major record company service .,1
addition production varpaisj rvi factory stop begin april 2009 .,0
e build system service revenue eur 355 mln 2007 .,1
increase net sale due acquisition swedish silva produce garden tool boat .,2
budapest august 10 mti finnish electronics maker elcoteq lay 700 worker plant pecs hungary end september fall order communication director elcoteq local unit zoltan krippl tell mti monday .,1
product range include marinate olive cold cut pat example .,1
aldata noted voice supply chain technology approach enable vdw integrate warehouse management system .,1
nasdaqlisted yahoo inc introduce new service enables malaysian take favorite internet content service mobile phone .,2
share 29659239 hold company group company number outstanding share vote right attach share thus amount 322705218 .,1
srv also build aqua park wellness area restaurant multifunctional ice arena .,1
$ p bull flag daily earnings table tomorrow 12 move.will straddle one earnings .. lot vol guarantee,2
sainsbury sale slip price pressure take toll,0
since association data cover sale figure 100 small local brewery sale import beer product actual market share member small give report .,1
deal line etteplan strategy operate partner global customer provide industrial technology design service .,1
accord hkscan finland plan increase jrvisuomen portti net sale eur 80mn eur 100mn .,2
watch bancos.theyre hold relatively well compare broad market $ xlf $ bac $ gs $ c large c buy $ bac backburner,2
divest company part tietoenator business area government manufacture retail .,1
rosen cautious optimistic inregard second half year .,1
seminar introduce modern clean technology product financial tool sponsorship program energy environment project well potential develop clean energy vietnam .,2
report period net sale rise 8 % yearonyear eur64 .3 due business acquisition realize first half 200809 effect eur10 .9 review period .,2
apartment yit home may purchase 5 region russia yit subsidiary carry activity moscow moscow region st. petersburg ekaterinburg kazan rostovondon .,1
$ bone earnings stock poise pop,2
finnish kci konecranes raise net sale growth estimate 2006 25 % 35 % .,2
spain caixabank launch new takeover bid banco bpi,2
stock exchange announcement 20 july 2006 1 1 basware share subscription warrant increase share capital total 119 850 share subscribe basware warrant program .,1
finnish scanfil system supplier contract manufacturer communication sector electronics industry report net sale eur 49.6 mn first quarter 2009 per cent small corresponding period 2008 .,0
entertainment one dispel itv takeover rumour,2
dividend payable annually shall deduct share subscription price .,1
new product launch finland double 2005 .,2
assignment strengthen poyry position international provider engineering project service chemical process industry .,2
customer come follow country uk usa spain france italy germany china sweden norway netherlands austria belgium switzerland czech republic serbia finland canada russia ukraine portugal denmark ireland south korea estonia liechtenstein .,1
alpina sport lebanon new hampshire usa base distributor e.g . alpina ski shoe ski exel ski pole start ski wax also peltonen crosscountry ski .,1
cargotec germany gmbh award contract stadtverwaltung mainz chassis body open procedure .,2
report operate margin negative 5.9 % .,0
purchase price disclose .,1
okmetic expect net sale first half 2009 less 2008 .,1
finnish pharmaceutical company orion net sale rise eur 190mn first quarter 2009 eur 180mn first quarter 2008 .,2
company well position brazil uruguay .,2
upside move volatile sector send anglo american plc $ aal 6.8 % 430 pm london time,2
sale 14 per cent finland 27 per cent abroad sale lift strong growth sale russia lithuania .,1
$ fb 7.5 % pattern . consider sentiment thats impressive bearish move,0
would increase estimate sale 117 million last year .,2
accord seppnen new technology umts900 solution network building cost onethird low building 3.5 g network operate 2100 mhz frequency .,2
number one mean create add value stakeholder everything .,1
number offer receive contract two .,1
donation university annual general meeting authorize board director donate max .,1
expect revenue $ 8.4 billion $ 8.7 billion compare analyst estimate $ 8.67 billion .,1
lse get hong kong regulatory nod hk firm become lse member,2
diameter protocol develop accord standard ietf rfc 3588 ietf rfc 3539 .,1
underground park facility also build basement floor .,1
$ dish weakness continue . 49.43 area resistance last week,0
new positive timing signal $ sbux today please retweet,2
representative body swedish meat approve improved offer finnish hk ruokatalo acquire company .,2
mreal sale expect increase 4 % yearonyear eur609m second quarter 2010 .,2
weber convince friend ray ostrom own lake street sport good store sell lure .,1
$ aapl beat hat etc . hhhmm opposite 700 happens next ?,0
significant challenger market logset samporosenlew .,1
district court helsinki dismiss charge court first instance 2005 .,2
teleste bk optiflex amplifier product use ongoing capacity upgrade kdg network bidirectionality .,1
business unit investlesprom group cover full forest industry chain group own forest sawmill paper pulp mill processing plant .,1
previously company expect 2008 financial performance remain level 2008 .,1
insurer admiral blow hot cold aviva soar prefriends life merger,1
retail giant kingfisher report solid start year,2
maximum amount termination finland 40 employee company add .,1
$ tsla yeah let go 230s lol,0
company schedule traffic measure revenue passenger kilometres rpk grow 2 % nearly 3 % passenger carry scheduled flight february 2009 .,2
validate fgvoip client symbian sign represent significant step forward accomplish goal .,2
$ ebay ebay bay ! work couple daily dojis .. continue downside,0
royal mail get mixed bag ofcom postal regulation report,1
ragutis base lithuania secondlargest city kaunas boost sale last year 22.3 per cent 36.4 million liter .,2
trade accordance agreement announce 26 march 2008 .,1
initial estimate total value contract 250 000 euro exclude vat .,1
shell bg shareholder vote deal end january,1
completion acquisition poyry oil gas expertise cover multidiscipline engineering consulting service across complete oil gas asset lifecycle include deepwater engineering service .,1
lietuvos respublikos sveikatos apsaugos ministerija award contract uab affecto lietuva financial system software package .,2
order worth eur 8mn .,1
$ ibm stay strong,2
$ crus upgrade buy alpha street research,2
almost 20 % february low little fanfare . $ aapl,2
rio tinto swing loss drop dividend policy,0
cision say sale return u.k. operation profitability .,2
isolationism ? another sell rating sell rating spy qqq iwm several company $ aapl $ axp $ bac,0
due rapid decrease net sale personnel reduction carry wide scale initially expect .,0
sale volume cocacola market share decrease 2.2 % 24.2 % .,1
lt net profit whole 2010 drop eur 36 million eur 45 million 2009 .,0
order consist outsource application management support plan tecnotree thirdparty application .,1
group net sale third quarter 2007 total eur 142.3 mn operating profit eur 4.3 mn .,1
vaisala headquarter helsinki finland develop manufacture electronic measurement system meteorology environmental science traffic industry .,1
$ spy look like bear trap get laid faster cadbury creme egg easter bunny,2
finnlines estimate annual general meeting 2008 financially tough year due large investment .,1
furthermore company sell warehouse office building loudeac saint marcel lease new joint premise operation morvillars .,1
sale midstrength beer decrease 40 % .,1
abn 59 087 901 620 represent 5.10 % voting right share capital citycon oyj .,1
company 120 employee annual sale approximately eur16m .,1
accord mreal ceo mikko helander transaction enable company proceed swiftly restructure program .,2
$ baba may take day wks month watch happen $ fb $ twtr ipo . mrkt need washout . hunt well need 2 wait stalk .,1
2008 deal likely bring saving eur 20mn25mn .,2
new delhi july 17 sahlberg teppo kallio timo mustonen tuomas real oyj espoo finland develop novel marking method produce .,1
international operation account 80 % net sale .,1
financing arrangement enable company ensure line treasury policy sufficient financial instrument disposal potential capital requirement .,2
$ gild chart $ ibb back support .,2
result negotiation employment 130 blue whitecollar employee oulu plant would terminate .,1
operating loss amount eur 0.7 mn compare profit eur 0.8 mn second quarter 2005 .,0
order also include extensive maintenance work shoe press deliver vaahto 2001 .,1
thanks internet consumer compare product previously finnish company competitive .,1
operating profit total eur 5.8 mn loss eur 1.7 mn fourth quarter 2009 .,2
real estate company post net loss x201a 59.3 million x201a 0.21 per share compare net profit x201a 31 million x201a 0.11 per share correspond quarter 2007 .,0
earnings per share eps amount loss eur0 .38 .,0
big seller chain supermarket finland organic pirkka tomato carrots egg meat product .,1
$ aapl long 630.91,2
divestment raisio margarine business may 2009 give company clearer focus grainbased product .,2
total value project value sek 30bn eur 2.83 bn usd 3.81 bn .,1
think $ tsla bubble might go time . long ppl love car might keep get funding .,2
product manufacture finland also pack country .,1
$ luv continue consolidate previous break area ...,2
sure happen .,1
adp news nov 18 2008 finnish ac drive manufacturer vacon oyj omx vac1v say today set new representative office romania ukraine serve grow market eastern southeastern europe .,2
nokia inaugurated manufacturing plant near chennai 11 mar 2006 .,1
scanfil issue profit warn 10 april 2006 .,1
contract include design construction delivery equipment installation commissioning .,1
fixedterm contract mr. jarmo ukonaho current general manager incap indian operation finish end year .,1
vnh generate annual net sale 5 mln eur employ 21 people .,1
finland lead metal group outokumpu say fourthquarter net profit triple back strong global demand stainless steel soar base metal price proceeds sale technology unit .,2
$ amzn trail 12 month operate cash flow rise 48 % $ 4.98 billion free cash flow decrease 63 % $ 388 million,1
post turnover 4.5 mln euro $ 6.1 mln operating profit 1.5 mln euro $ 2.0 mln 2006 .,1
dismissed staff member take matter court unless settle outside .,0
linkedin revenue nearly 50 % $ lnkd,2
lemminkinen start manufacture roof felt 1920 production asphalt 1930s .,1
zao yit moskovia build housing moscow surround city .,1
value deal exceed eur500 000 company say .,1
period sale drop eur 30.6 million eur 38.3 million accord interim report release today .,0
scanfil system supplier contract manufacturer communication sector give notice 20 productional employee temporarily lay 15 employee company plant sievi finland .,1
repo rate gradually reach 2 % end 2010 accord nordea economic outlook .,1
symphony service provide development service aldata gold .,1
license agreement nokia corp. part expire april 9 2007 .,1
divest stake represent 2.7 share okmetic capital .,1
$ aapl bounce right vol vol slide,2
los angelesbased pacific office property trust acquires own operate office property western u.s. focus initially market honolulu san diego los angeles phoenix .,1
finland five large brand control 90 % beer market .,1
adanac molybdenum canada order grind technology molybdenum project british columbia canada shalkiya zinc kazakhstan award contract grind technology shalkiya zinclead project kazakhstan .,2
part transaction nekoski paper mill remain mreal ownership continue galerie art production sappi longterm contract .,1
delivery due second half 2011 .,1
agreement valid four year .,1
finnish shipping company finnlines grimaldi group report net sale decrease eur 241.8 mn januaryjune 2009 eur 384.0 mn correspond period 2008 .,1
also strong asset electronic medium employ 18500 increase 9 percent last year .,2
many commercial vessel get stuck narrow bay bothnia ice thicker around aaland island .,0
venture 51 % own kemira 49 % ivrcl operate inorganic coagulant manufacturing facility build vishakapatnam vizag state andhra pradesh kick operation second half 2011 .,1
seem enough hour day pekkarinen .,1
aug. 31 2009 gawker medium deliver newstex love fishing video game felt nt enough wackiness involve activision nasdaq atvi rapala fish might catch eye familyfun hook .,1
cardona slow vehicle turn around returned intersection call 911 .,1
manufacture cpps undertaken exist export orient unit eou wartsila factory khopoli near mumbai .,1
see 20 percent upside $ fb share,2
januaryjune 2010 diluted loss per share stand eur0 .3 versus eur0 .1 first half 2009 .,1
chime communication set acquire wpp providence,2
dixons carphone profit boost strong sale,2
ev3 device involve action .,1
capital expenditure energy efficiency unfortunately fall along decline economy .,0
founded 1994 company use sixstep timefocused collaborative project approach improve financial institution revenue stream .,1
agreement geosentric provide gypsiipowered hotel information reservation service visitor china include popular city beijing shanghai .,2
valga lihatoostus market product maks moorits trademark .,1
finnish consumer packaging manufacturer huhtamaki oyj say swung net profit 84.1 mln euro $ 105.6 mln first nine month 2006 net loss 2.6 mln euro $ 3.3 mln period 2005 .,2
homebuilder $ ryl break support watch one . $ spy,0
besides increase share meat various sausage offer number new taste grill product shish kebab segment paavel say .,2
like $ breakout long well . get 100 200 could see run .,2
helsinki finland sept. 18 2009 globe newswire ixonos plc expands company smartphone rd service establish new nextgeneration smartphone design unit connection ixonos site jyvaeskylae .,2
$ axdx get bored take proprietary profit exit . didnt like option liquidity lousy spread .,0
also latvia act partner bakery customer production product development .,1
total donation amount eur 1115000 .,1
facility use refinance citycon exist credit facility company say .,1
finnish real estate company sponda oyj say april 11 2008 would build vuosaari harbour service center port helsinki .,1
building home improvement trade sale decrease 6.3 % total eur 154.1 mn .,0
exactly happen recent weekday east baker bring remind resident easter tradition make wheat rice pie .,1
company move operating profit eur10 .9 versus operate loss eur15 .3 m. also turn eps eur0 .08 versus loss per share eur0 .04 .,2
cost new ropax vessel 30 % low present one .,2
deal also include tenyear maintenance agreement .,1
talvivaara mining company plc talvivaara mining lse talv finlandbased nickel mine business instal second production line metal recovery plant june 9 2010 .,1
transaction would increase earnings per share first quarter eur0 .28 .,2
market data analytics derive primary secondary research .,1
$ iwm buy program pop $ iwm close print cheap money mean high stock price $ spy robot buying,2
cencorp would focus development manufacture market standard product production automation .,1
crucially decision use etsi european telecommunication standard institute back dvbh add grow list operator equipment manufacturer opt standard see global 20 january 2006 compete technology vie mobile tv .,1
addition kone sign twoyear maintenance contract escalator .,2
size extension 18.5 % already let gross area 2830 sq 30460 sq ft .,1
new location nt change wellmont store air transport service .,1
potential client include public administration organization invest utility network service .,1
steelmaker say drop profit explain continue economic uncertainty mixed current drought bank lending result decline demand product customer find increasingly difficult fund operation .,1
ea reng group post sale approximately 84 million kroon 2007 .,1
barclays share price subdue bank face fresh forex probe,0
market expect heineken sell hartwall whole part .,1
addition tulikivi corporation also currently member board follow company altia corporation jrvisuomen portti osuuskunta osuuskunta kpy profile vehicle oy voimatel oy .,1
total investment vantaa plant extension amount around 10 million euro okmetic share investment worth around 2.7 million .,1
last year upm cut production close mill finland slash 700 job .,0
currently plant operate full capacity .,1
report profile 614 company include many key niche player worldwide black decker corporation fiskars corporation fiskars brand inc. husqvarna outdoor product inc. ks group ryobi technologies inc. scott miraclegro company van group inc. .,1
walter investment management corp receive sell compass point $ wac,0
move carry transferring hkscan productionrelated property plant equipment well holding subsidiary associate company country hkscan finland .,1
wo nt happen overnight .,1
chief executive officer ollipekka kallasvuo change tuesday mark third time nine month company reshuffle executive operation nokia lose ground apple iphone rim blackberry .,0
deutsche bank cut $ sbux,0
irish housebuilder cairn home plan london listing,2
reward pay basis earn period 2011 correspond value maximum total 364000 componenta corporation share include also proportion pay cash .,1
cramo manager jarmo laasanen say hiring equipment machinery lithuania differs baltic country lithuania still many public structure road bridge airport shop build .,1
operating profit quarter apriljune 2006 amount eur42 .9 net sale eur156 .3 .,1
$ slv po say 2 year . go lower . forget go short .,0
paper company mreal calculate 100000 biscuit carton make use 25gsm light board co2 save course 12 month would equal generate drive 1000 km car .,1
company expect open first online shop u summer 2011 .,1
moscow metro first metro system europe implement smart card together new type magnetic card 1998 .,1
small firm suffer moment likely money trouble add .,0
net sale revenue per passenger expect increase .,2
return capital employ roce negative 2.3 % compare 11.3 % 2007 .,1
indigo somoncom serve 377000 subscriber market share approximately 27 % may 2007 .,1
warmly welcome michael frei outotec .,2
itv share price group mull takeover canada entertainment one,2
operating profit sixmonth period decrease eur111 .9 sale increase eur1 275 compare corresponding period 2006 .,1
significant capital expenditure item global enterprise resource planning erp project product development production machine .,1
kone say court paper union action delay repair elevator federal courthouse jan. 21 saltonstall state office building jan. 23 .,1
3rd red day row ? $ tsla,0
operating profit total eur 0.4 mn operate loss eur 0.8 mn yearonyear .,2
accord finnish financial service group sampo ceo bjrn wahlroos danish danske bank acquisition sampo bank eur 4bn large cash deal finland economic history .,1
fsecure developer security solution service internet service provider mobile operator announce result annual online wellbeing survey .,1
december alone member lithuanian brewer association sell total 20.3 million liter beer increase 1.9 percent sale 19.92 million liter december 2004 .,2
cocacola market leader manufacturer market share 36.9 % 2.2 % corresponding period 20042005 .,1
barclays plc lse barc nyse bcs credit agricole sa epa aca cagr .,1
finnish componenta publish new longterm strategy period 20112015 aim grow together customer .,1
veneer plywood industry sweden quite small despite raw material resource .,1
finnish metal product company componenta oyj hel cth1v say today net loss narrow eur 500000 usd 680000 last quarter 2010 eur 5.3 million period year earlier .,2
viking pay eur 130 million new ship complete january 2008 .,1
rautaruukki aim find work group location make redundant .,1
accord company addition normal seasonal fluctuation market situation weaken autumn 2008 .,0
accord arokarhu purchase scan cash register computer disappear total sum key press .,0
names yet release .,1
also bring right kind people upgrade human resource .,2
kesko previously publish stock exchange release concern deal 7 february 2007 .,1
update 3exbarclays director accuse u illegal tip plumber,0
lg complete uks large medically underwritten bulk pension risk deal,2
lassila tikanoja operating profit exclude nonrecurring imputed item second quarter eur11 .3 eur13 .8 year ago .,1
honkarakenne mainly export large luxury log house russia use onefamily house holiday home 70 % sale go moscow region 20 % st petersburg region remainder location .,1
value deal disclose .,1
hkscan headquarter turku finland lead northern european food group 10000 employee nine country .,1
$ tsla see downside next two week careful 20 dollar drop potential v 10 move,0
would invest physical infrastructure would also provide knowhow manage develop science technology park say sunrise valley director andrius bagdonas .,2
favourable currency rate also contribute high net sale ceo kari kauniskangas say .,2
neste oil corporation refining operation asset summary report summary neste oil corporation refining operation asset summary report essential source company data information .,1
union company official return call yesterday .,1
adp news finnish handle system provider cargotec oyj hel cgcbv announce friday order worth eur 10 million usd 13.2 deliver linkspans jordan morocco ireland .,2
german commerzbank ag hamburg branch u jp morgan nyse jpm participate arranger dutch ing am inga coarranger .,1
global life science industry strictly regulate international national authority .,1
tieto offer aktia good foundation require support service implement update project say juha volotinen responsible aktia web service .,2
company build altogether 130 new substation end year .,1
tiimari finnish retailer report geenrated quarterly revenue total eur 1.3 mn 4th quarter 2009 eur 0.3 mn loss 2008 .,2
resignation take effect immediately .,1
work netapp include strategically reposition brand category major global relaunch .,1
financial detail available .,1
follow divestment fiskars outdoor unit comprise brand gerber silva buster focus multitools knives compass mobile light pedometer aluminium boat .,1
cf2 pty ltd become substantial holder renison consolidate mine nl january 25 150 million share 7.9 pc .,1
1411 cet arcelormittal lose 7.26 % eur 17.38 euronext paris come lead bluechip faller .,0
ogden reportedly shell $ 4.2 million .,1
$ gale breakout come soon !,2
august 2007 latvijas finieris order production line new green veneer mill build ukmerge central lithuania .,1
foundry division report sale increase 9.7 % eur 63.1 mn eur 57.5 mn correspond period 2006 sale machine shop division increase 16.4 % eur 41.2 mn eur 35.4 mn correspond period 2006 .,2
sp downgrade barclays rbs government bailout fear,0
finnish high technology provider vaahto group report net sale eur 41.8 mn accounting period september 2007 february 2008 increase 11.2 % year earlier .,2
$ bbry 1m6m trend turn bullish today resistance level $ 11.31 .,2
isolationism ? another sell rating sell rating spy qqq iwm several company $ aapl $ axp $ bac $ blue $ fxe,0
expand company continue call newpage .,1
company say sale three month end march slid eur86 .4 u $ 113.4 eur91 .2 last year .,1
finnish energy company fortum set new stricter target limit shortterm carbon dioxide emissions heat electricity production .,1
refine margin year $ 13.39 bbl compare $ 10.46 bbl prior year .,2
$ prgn bottom right ?,1
operating profit rise eur 13.5 mn eur 9.7 mn correspond period 2006 .,2
$ tsla weak today dt watchlist,0
tesla voluntary recall 2700 model x vehicle due back seat issue . $ tsla,0
manufacture begin pietarsaari begin year 2009 delivery take place october 2009 .,1
finnish electronics contract manufacturer scanfil report net sale eur 241.2 mn 2006 eur 321.6 mn 2005 .,1
customer access integrate propeller gear package one source .,1
addon order contains among others control valves instrumentation well complete mill engineering electrification metso drive control .,1
yit lodge counter claim neste oil total eur25m primarily base work carry contract additional cost incur due prolongation project .,0
reduction implement mainly course first half 2009 .,1
$ uvxy put chum key support next level careful,0
inha work invest product development market research .,1
tesco asda sale fall march discounter continue kantar,0
first quarter expect line analyst forecast .,1
omeo employ 55 expect net sale 23 mln euro $ 29.8 mln fiscal 20062007 end april 30 2007 .,1
press conference lattelecom board chairman nils melngailis explain blackstone chosen experience sector well financial strength .,2
share represent 4.998 % total share capital 2.14 % total voting right .,1
mobile data transfer expect increase explosively lte era .,1
finnish cutlery hand tool maker fiskars oyj abp hel fisa say today net profit rise eur 24.1 million usd 33.6 third quarter 2010 eur 17.9 million year earlier .,2
$ ren bottom .. good time buy,2
addition kazakh delegation visit finland sitra investment fund honkarakenne ltd nokia headquarters study teliasonera ltd jsc activity .,1
55 worker ml affect closedown .,1
construction schedule start apriljune 2007 complete early 2008 .,1
finnish waste management clean group lassila tikanoja oyj lt net profit go 32.2 mln euro $ 47.7 mln 2007 35.3 mln euro $ 52.3 mln 2006 .,1
operating loss increase eur 17mn loss eur 10.8 mn 2005 .,0
jarmo honkamaa head oil refining business neste oil say situation look promising viewpoint .,2
second successful effort financial investor year .,2
$ rnn day trader flush start go slowly .,2
fix homebase cutting cost close nonprofitable unit look go forward say .,2
transaction strengthen position ... design brand good say fiskars president ceo heikki allonen point two group relatively overlap operation .,2
financial term nt disclose .,1
finnish medium group talentum issue profit warning .,1
rubin say expect capman announce 12 additional transaction 2009 .,1
update 1astrazeneca sell rare cancer drug sanofi $ 300 mln,2
total investment project approximately eur 36m .,1
demand sport equipment good 2005 .,2
accord vauramo plant lift equipment suitable asian chinese truck .,1
kraftheinz merger come together speedy 10 week,2
igor oleg yankov currently manage moron vitim hold onto 25 % stake .,1
kaukotelko ltd press release 19.06.2007 14.00 1 1 telko group kaukotelko expand strategic partnership bp industrial lubricant service bp il acquire total ownership bp swedish retail company moluballoy ab .,2
narrow eur2 .8 9mo 09 29 october 2009 finnish software hardware developer elektrobit oyj hel ebg1v eb say today net loss narrow eur2 .8 first nine month 2009 eur35 .6 period year ago .,2
vaisala also say expect net sale eur 253.2 million 2010 compare eur 252.2 million recorded 2009 .,2
order also cover design service hardware software licence well maintenance service six year .,1
company pay dividend eur 0.50 per share total eur 14mn .,1
compare ftse 100 index rise 94.9 point 1.6 % day relative price change 0.4 % .,1
tailored solution meet solel technical requirement result costeffective manufacturing highestquality reflector .,2
operate income rise eur 696.4 mn eur 600.3 mn 2009 .,2
net sale 2010 eur 2.0 billion international operation account roughly quarter .,1
sale volume cocacola market share decrease 2.2 % 24.2 % .,0
desk reach full planned strength ten person autumn 2007 .,1
one price category call prefer operator network another call operator network .,1
veracel prepare appeal issue ask court clarification judgement .,1
first charge station make available already 2008 whole network ready 2010 .,1
include option additional 30 communal building site well construction supervision work construction site .,1
operating profit fell eur 35.4 mn eur 68.8 mn 2007 include vessel sale gain eur 12.3 mn .,1
large restructuring plan italy negotiation 40 job cut initiate today company note .,0
first solteq service company operate st. petersburg area include maintenance material management system data collection solution .,1
$ fb shift 15 minute suspect take high,2
$ wmt bullish macd crossover rsi sto go 73.4 $ ma50 re . could run,2
operating profit rise eur2 .4 eur1 .6 year earlier .,2
ruukki sign contract deliver install steel structure bridge kyronsalmi strait savonlinna finland .,2
use control speed electric motor use industry municipal engineering power generation use renewable energy .,1
meggitt share price tumble profit fall challenging year,0
$ imrs important pragmatic analysis ... high price could offer headwind .... bullish story intactevenif market roll,2
top u commerce department publish worsethanexpected construction spending figure november .,1
agreement pfizer fund biotie research activity pde10 phosphodiesterase 10 inhibitor program since start late 2006 sole authority develop discovered compound .,1
test conduct nokia siemens lte center competence espoo finland follow company production start lteready flexi multiradio base station 800 mhz band april 2010 complement earlier test nokia 2100 mhz 2600 mhz band .,1
say brian burton head security vodafone uk .,1
net cash operating activity negative eur 0.3 mn compare eur 30.9 mn 2009 .,1
total need staff cut correspond 300 manyears .,1
within framework partnership nokia siemens network sign initial framework purchase agreement sitronics subsidiary jsc mikron large manufacturer exporter microelectronic component russia .,2
estimate annual value frame agreement eur 50mn .,1
company expect net sale first half 2008 reach previous year level .,2
addition stake megafon telecominvest currently own 100 % share web plus st. petersburg payphones 51 % telecom equipment producer peterservis number minor asset .,1
russia top container ship group fesco finnish logistics company nurminen logistics start pilot project offer client direct intermodal transportation service finland asia pacific country fesco say statement .,2
operating profit fell eur 23.26 mn eur 32.86 mn .,1
finnish silicon wafer manufacturer okmetic oyj say swung net profit 4.9 mln euro $ 6.3 mln first nine month 2006 net loss 1.8 mln euro $ 2.3 mln year earlier .,2
fiskars r found 1649 one old company world large manufacturer lightweight stainless steel scissors u.s. .,1
berkshire disclose unit tie iran open probe,0
aim convert plant flexible manufacturer new technologically demand product .,2
today connect people new different way fuse advanced mobile technology personalize service enable people stay close matter .,1
baltic country sale fell 42.6 % .,0
24hour news try icis news click trial icis news,1
finland 71 % paper paperboard reclaim .,1
total 750330 new citycon share nominal value eur 1.35 per share subscribe december exercise abc option base company stock option plan 1999 .,1
$ grpn might sell ahead $ p earnings ...,0
mentioned shareholder suggest monthly salary eur 1400 would pay board member outside company .,1
arm profit sale shift away mobile gain pace,2
incap contract manufacture carry manufacturing agreement factory tumkur near bangalore .,1
cargo volume increase approximately 5 % .,2
$ googl hit lawsuit russian search engine $ yndx,0
$ aapl action close indicate $ aapl probably hit near term high . momentum slow huge run .,2
far company award $ 350000 worth tool material .,1
however company saw net profit third quarter eur1 .4 eur1 .5 correspond period 2009 .,0
aviva fin $ 27 million u.k. regulator fee failing,0
finnish management software solution provider ixonos oyj net profit decrease 369000 euro $ 575000 first quarter 2008 669000 euro $ 1.0 mln period 2007 .,0
bank also expect additional cost related dash 8 q400 jet group shelve october 2007 .,1
turbine expect launched end 2012 .,1
adpnews sep 28 2009 finnish silicon wafer maker okmetic oyj hel okm1v say reduce number clerical worker 22 worldwide result personnel negotiation complete today .,1
shell offer 50 percent premium buy bg $ 70 billion,2
lean system support change management component purchase extremely well .,2
incap furniture presently negotiate staff cut .,0
see new register subscribe newspaper .,1
production level agree producer long time ago fall consumption lead loss .,0
$ nvda sideways,1
diageo share surge report possible takeover lemann,2
approach much use raw material produce line principle sustainable development .,1
nordea definitely big sampo acquire say analyst sampo would appear agenda nordea ahead privatisation .,1
ahlstrom headquarter helsinki finland global company involve development manufacture marketing high performance fibrebased material .,1
redesign crush circuit operation since start september overall production rate weekly basis excess average 40000 tonne day .,1
combination service enable u offer complex strengthen service chain limit baltic port connection also get access world wide grimaldi network mediterranean africa north america say uwe bakosch .,2
key reason read report report contain relevant information leave excessive data .,1
adobe receive new rating top analyst $ adbe,2
part agreement aspocomp also give meadville 10 pct slice subsidiary operate oulu finland .,1
order include log handle line peel line dry line production parquet base layer veneer plyfa hassela mill central sweden .,1
dilute earnings per share eps stand eur 0.25 versus eur 0.42 .,0
$ vrtx early technical buy signal ... confirmation 86 need fundam . incentive,2
energyefficient data center build combine effective energy solution stateoftheart technology .,2
johnson matthey raise prospect investor payout,2
chain try cut cost pressure vendor fitness equipment manufacturer precor slash price .,1
aldata solution global company engage supplier consumer business process optimization announce detail dollar dinosaurs program .,1
also development online business continue .,1
method system control hard disk drive use multimediacard physical interface invent marko ahvenainen ruutana finland .,1
fortum previously buy stateheld stake tgk10 rao ues reform .,1
